TTI[2  ] - trigger[345, 74 ]
TTI[78 ] - link[19 , 311] - node[311] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[78 ] - link[187, 361] - node[187] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_LINK_RESPONSE] - process_transimit_connection：发送完毕，准备等待response
TTI[78 ] - link[187, 361] - node[361] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_LINK_RESPONSE ] - process_transimit_connection：接收完毕，准备发送response
TTI[78 ] - link[720, 690] - node[720] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[78 ] - link[720, 690] - node[690] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[78 ] - link[398, 703] - node[398] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[78 ] - link[398, 703] - node[703] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[78 ] - link[437, 801] - node[437] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_LINK_RESPONSE] - process_transimit_connection：发送完毕，准备等待response
TTI[78 ] - link[437, 801] - node[801] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_LINK_RESPONSE ] - process_transimit_connection：接收完毕，准备发送response
TTI[79 ] - link[421, 167] - node[421] - curr_state[SOURCE_RECEIVE_ACK  ] - next_state[SOURCE_SENDING      ] - process_ack_connection：收到接收ack，准备发送数据
TTI[79 ] - link[421, 167] - node[167] - curr_state[RELAY_SEND_ACK      ] - next_state[RELAY_RECEIVING     ] - process_ack_connection：发送ack，准备接收数
TTI[79 ] - link[161, 193] - node[161] - curr_state[SOURCE_RECEIVE_ACK  ] - next_state[SOURCE_SENDING      ] - process_ack_connection：收到接收ack，准备发送数据
TTI[79 ] - link[161, 193] - node[193] - curr_state[RELAY_SEND_ACK      ] - next_state[RELAY_RECEIVING     ] - process_ack_connection：发送ack，准备接收数
TTI[79 ] - link[424, 634] - node[424] - curr_state[SOURCE_RECEIVE_ACK  ] - next_state[SOURCE_SENDING      ] - process_ack_connection：收到接收ack，准备发送数据
TTI[79 ] - link[424, 634] - node[634] - curr_state[RELAY_SEND_ACK      ] - next_state[RELAY_RECEIVING     ] - process_ack_connection：发送ack，准备接收数
TTI[79 ] - link[663, 799] - node[663] - curr_state[SOURCE_RECEIVE_ACK  ] - next_state[SOURCE_SENDING      ] - process_ack_connection：收到接收ack，准备发送数据
TTI[79 ] - link[663, 799] - node[799] - curr_state[RELAY_SEND_ACK      ] - next_state[RELAY_RECEIVING     ] - process_ack_connection：发送ack，准备接收数
TTI[79 ] - link[402, 129] - node[402] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[79 ] - link[402, 129] - node[129] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[79 ] - link[19 , 311] - node[19 ] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[79 ] - link[19 , 311] - node[311] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[79 ] - link[506, 518] - node[506] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[79 ] - link[506, 518] - node[518] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[79 ] - link[720, 690] - node[720] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[79 ] - link[720, 690] - node[690] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[79 ] - link[398, 703] - node[398] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[79 ] - link[398, 703] - node[703] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[79 ] - link[101, 207] - {SUCCEED}
TTI[79 ] - link[101, 207] - node[101] - curr_state[SOURCE_LINK_RESPONSE] - next_state[IDLE                ] - process_response_connection：成功发送，准备进入空闲状态
TTI[79 ] - link[101, 207] - node[207] - curr_state[RELAY_LINK_RESPONSE ] - next_state[SOURCE_SEND_SYN     ] - process_response_connection：尚未传输完毕，从接收节点转为发送节点
TTI[79 ] - link[187, 361] - {SUCCEED}
TTI[79 ] - link[187, 361] - node[187] - curr_state[SOURCE_LINK_RESPONSE] - next_state[IDLE                ] - process_response_connection：成功发送，准备进入空闲状态
TTI[79 ] - link[187, 361] - node[361] - curr_state[RELAY_LINK_RESPONSE ] - next_state[SOURCE_SEND_SYN     ] - process_response_connection：尚未传输完毕，从接收节点转为发送节点
TTI[79 ] - link[437, 801] - {SUCCEED}
TTI[79 ] - link[437, 801] - node[437] - curr_state[SOURCE_LINK_RESPONSE] - next_state[IDLE                ] - process_response_connection：成功发送，准备进入空闲状态
TTI[79 ] - link[437, 801] - node[801] - curr_state[RELAY_LINK_RESPONSE ] - next_state[IDLE                ] - process_response_connection：整条链路完毕，准备进入空闲状态
TTI[80 ] - link[207, 556] - node[207] - curr_state[SOURCE_SEND_SYN     ] - next_state[SOURCE_RECEIVE_ACK  ] - process_syn_connection：发送syn请求，准等待ack
TTI[80 ] - link[207, 556] - node[556] - curr_state[IDLE                ] - next_state[RELAY_SEND_ACK      ] - process_syn_connection：未知状态，准备发送ack
TTI[80 ] - link[361, 374] - node[361] - curr_state[SOURCE_SEND_SYN     ] - next_state[SOURCE_RECEIVE_ACK  ] - process_syn_connection：发送syn请求，准等待ack
TTI[80 ] - link[361, 374] - node[374] - curr_state[IDLE                ] - next_state[RELAY_SEND_ACK      ] - process_syn_connection：未知状态，准备发送ack
TTI[80 ] - link[402, 129] - node[402] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_LINK_RESPONSE] - process_transimit_connection：发送完毕，准备等待response
TTI[80 ] - link[402, 129] - node[129] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_LINK_RESPONSE ] - process_transimit_connection：接收完毕，准备发送response
TTI[80 ] - link[421, 167] - node[421] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[80 ] - link[421, 167] - node[167] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[80 ] - link[161, 193] - node[161] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[80 ] - link[161, 193] - node[193] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[80 ] - link[19 , 311] - node[19 ] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[80 ] - link[19 , 311] - node[311] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[80 ] - link[506, 518] - node[506] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[80 ] - link[506, 518] - node[518] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[80 ] - link[424, 634] - node[424] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[80 ] - link[424, 634] - node[634] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[80 ] - link[720, 690] - node[720] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[80 ] - link[720, 690] - node[690] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[80 ] - link[398, 703] - node[398] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_LINK_RESPONSE] - process_transimit_connection：发送完毕，准备等待response
TTI[80 ] - link[398, 703] - node[703] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_LINK_RESPONSE ] - process_transimit_connection：接收完毕，准备发送response
TTI[80 ] - link[663, 799] - node[663] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[80 ] - link[663, 799] - node[799] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[81 ] - trigger[238, 627]
TTI[81 ] - link[238, 441] - node[238] - curr_state[SOURCE_SEND_SYN     ] - next_state[SOURCE_RECEIVE_ACK  ] - process_syn_connection：发送syn请求，准等待ack
TTI[81 ] - link[238, 441] - node[441] - curr_state[IDLE                ] - next_state[RELAY_SEND_ACK      ] - process_syn_connection：未知状态，准备发送ack
TTI[81 ] - link[361, 374] - node[361] - curr_state[SOURCE_RECEIVE_ACK  ] - next_state[SOURCE_SENDING      ] - process_ack_connection：收到接收ack，准备发送数据
TTI[81 ] - link[361, 374] - node[374] - curr_state[RELAY_SEND_ACK      ] - next_state[RELAY_RECEIVING     ] - process_ack_connection：发送ack，准备接收数
TTI[81 ] - link[207, 556] - node[207] - curr_state[SOURCE_RECEIVE_ACK  ] - next_state[SOURCE_SENDING      ] - process_ack_connection：收到接收ack，准备发送数据
TTI[81 ] - link[207, 556] - node[556] - curr_state[RELAY_SEND_ACK      ] - next_state[RELAY_RECEIVING     ] - process_ack_connection：发送ack，准备接收数
TTI[81 ] - link[421, 167] - node[421] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[81 ] - link[421, 167] - node[167] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[81 ] - link[161, 193] - node[161] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[81 ] - link[161, 193] - node[193] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[81 ] - link[19 , 311] - node[19 ] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_LINK_RESPONSE] - process_transimit_connection：发送完毕，准备等待response
TTI[81 ] - link[19 , 311] - node[311] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_LINK_RESPONSE ] - process_transimit_connection：接收完毕，准备发送response
TTI[81 ] - link[506, 518] - node[506] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[81 ] - link[506, 518] - node[518] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[81 ] - link[424, 634] - node[424] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[81 ] - link[424, 634] - node[634] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[81 ] - link[720, 690] - node[720] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_LINK_RESPONSE] - process_transimit_connection：发送完毕，准备等待response
TTI[81 ] - link[720, 690] - node[690] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_LINK_RESPONSE ] - process_transimit_connection：接收完毕，准备发送response
TTI[81 ] - link[663, 799] - node[663] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[81 ] - link[663, 799] - node[799] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[81 ] - link[402, 129] - {SUCCEED}
TTI[81 ] - link[402, 129] - node[402] - curr_state[SOURCE_LINK_RESPONSE] - next_state[IDLE                ] - process_response_connection：成功发送，准备进入空闲状态
TTI[81 ] - link[402, 129] - node[129] - curr_state[RELAY_LINK_RESPONSE ] - next_state[IDLE                ] - process_response_connection：整条链路完毕，准备进入空闲状态
TTI[81 ] - link[398, 703] - {SUCCEED}
TTI[81 ] - link[398, 703] - node[398] - curr_state[SOURCE_LINK_RESPONSE] - next_state[IDLE                ] - process_response_connection：成功发送，准备进入空闲状态
TTI[81 ] - link[398, 703] - node[703] - curr_state[RELAY_LINK_RESPONSE ] - next_state[IDLE                ] - process_response_connection：整条链路完毕，准备进入空闲状态
TTI[82 ] - link[238, 441] - node[238] - curr_state[SOURCE_RECEIVE_ACK  ] - next_state[SOURCE_SENDING      ] - process_ack_connection：收到接收ack，准备发送数据
TTI[82 ] - link[238, 441] - node[441] - curr_state[RELAY_SEND_ACK      ] - next_state[RELAY_RECEIVING     ] - process_ack_connection：发送ack，准备接收数
TTI[82 ] - link[421, 167] - node[421] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[82 ] - link[421, 167] - node[167] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[82 ] - link[161, 193] - node[161] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[82 ] - link[161, 193] - node[193] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[82 ] - link[361, 374] - node[361] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[82 ] - link[361, 374] - node[374] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[82 ] - link[506, 518] - node[506] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_LINK_RESPONSE] - process_transimit_connection：发送完毕，准备等待response
TTI[82 ] - link[506, 518] - node[518] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_LINK_RESPONSE ] - process_transimit_connection：接收完毕，准备发送response
TTI[82 ] - link[207, 556] - node[207] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[82 ] - link[207, 556] - node[556] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[82 ] - link[424, 634] - node[424] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[82 ] - link[424, 634] - node[634] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[82 ] - link[663, 799] - node[663] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[82 ] - link[663, 799] - node[799] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[82 ] - link[19 , 311] - {SUCCEED}
TTI[82 ] - link[19 , 311] - node[19 ] - curr_state[SOURCE_LINK_RESPONSE] - next_state[IDLE                ] - process_response_connection：成功发送，准备进入空闲状态
TTI[82 ] - link[19 , 311] - node[311] - curr_state[RELAY_LINK_RESPONSE ] - next_state[SOURCE_SEND_SYN     ] - process_response_connection：尚未传输完毕，从接收节点转为发送节点
TTI[82 ] - link[720, 690] - {SUCCEED}
TTI[82 ] - link[720, 690] - node[720] - curr_state[SOURCE_LINK_RESPONSE] - next_state[IDLE                ] - process_response_connection：成功发送，准备进入空闲状态
TTI[82 ] - link[720, 690] - node[690] - curr_state[RELAY_LINK_RESPONSE ] - next_state[SOURCE_SEND_SYN     ] - process_response_connection：尚未传输完毕，从接收节点转为发送节点
TTI[83 ] - link[311, 277] - node[311] - curr_state[SOURCE_SEND_SYN     ] - next_state[SOURCE_RECEIVE_ACK  ] - process_syn_connection：发送syn请求，准等待ack
TTI[83 ] - link[311, 277] - node[277] - curr_state[IDLE                ] - next_state[RELAY_SEND_ACK      ] - process_syn_connection：未知状态，准备发送ack
TTI[83 ] - link[690, 324] - node[690] - curr_state[SOURCE_SEND_SYN     ] - next_state[SOURCE_RECEIVE_ACK  ] - process_syn_connection：发送syn请求，准等待ack
TTI[83 ] - link[690, 324] - node[324] - curr_state[IDLE                ] - next_state[RELAY_SEND_ACK      ] - process_syn_connection：未知状态，准备发送ack
TTI[83 ] - link[421, 167] - node[421] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_LINK_RESPONSE] - process_transimit_connection：发送完毕，准备等待response
TTI[83 ] - link[421, 167] - node[167] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_LINK_RESPONSE ] - process_transimit_connection：接收完毕，准备发送response
TTI[83 ] - link[161, 193] - node[161] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_LINK_RESPONSE] - process_transimit_connection：发送完毕，准备等待response
TTI[83 ] - link[161, 193] - node[193] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_LINK_RESPONSE ] - process_transimit_connection：接收完毕，准备发送response
TTI[83 ] - link[361, 374] - node[361] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[83 ] - link[361, 374] - node[374] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[83 ] - link[238, 441] - node[238] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[83 ] - link[238, 441] - node[441] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[83 ] - link[207, 556] - node[207] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[83 ] - link[207, 556] - node[556] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[83 ] - link[424, 634] - node[424] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_LINK_RESPONSE] - process_transimit_connection：发送完毕，准备等待response
TTI[83 ] - link[424, 634] - node[634] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_LINK_RESPONSE ] - process_transimit_connection：接收完毕，准备发送response
TTI[83 ] - link[663, 799] - node[663] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_LINK_RESPONSE] - process_transimit_connection：发送完毕，准备等待response
TTI[83 ] - link[663, 799] - node[799] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_LINK_RESPONSE ] - process_transimit_connection：接收完毕，准备发送response
TTI[83 ] - link[506, 518] - {SUCCEED}
TTI[83 ] - link[506, 518] - node[506] - curr_state[SOURCE_LINK_RESPONSE] - next_state[IDLE                ] - process_response_connection：成功发送，准备进入空闲状态
TTI[83 ] - link[506, 518] - node[518] - curr_state[RELAY_LINK_RESPONSE ] - next_state[IDLE                ] - process_response_connection：整条链路完毕，准备进入空闲状态
TTI[84 ] - trigger[779, 564]
TTI[84 ] - link[779, 528] - node[779] - curr_state[SOURCE_SEND_SYN     ] - next_state[SOURCE_RECEIVE_ACK  ] - process_syn_connection：发送syn请求，准等待ack
TTI[84 ] - link[779, 528] - node[528] - curr_state[IDLE                ] - next_state[RELAY_SEND_ACK      ] - process_syn_connection：未知状态，准备发送ack
TTI[84 ] - link[311, 277] - node[311] - curr_state[SOURCE_RECEIVE_ACK  ] - next_state[SOURCE_SENDING      ] - process_ack_connection：收到接收ack，准备发送数据
TTI[84 ] - link[311, 277] - node[277] - curr_state[RELAY_SEND_ACK      ] - next_state[RELAY_RECEIVING     ] - process_ack_connection：发送ack，准备接收数
TTI[84 ] - link[690, 324] - node[690] - curr_state[SOURCE_RECEIVE_ACK  ] - next_state[SOURCE_SENDING      ] - process_ack_connection：收到接收ack，准备发送数据
TTI[84 ] - link[690, 324] - node[324] - curr_state[RELAY_SEND_ACK      ] - next_state[RELAY_RECEIVING     ] - process_ack_connection：发送ack，准备接收数
TTI[84 ] - link[361, 374] - node[361] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[84 ] - link[361, 374] - node[374] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[84 ] - link[238, 441] - node[238] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[84 ] - link[238, 441] - node[441] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[84 ] - link[207, 556] - node[207] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[84 ] - link[207, 556] - node[556] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[84 ] - link[421, 167] - {SUCCEED}
TTI[84 ] - link[421, 167] - node[421] - curr_state[SOURCE_LINK_RESPONSE] - next_state[IDLE                ] - process_response_connection：成功发送，准备进入空闲状态
TTI[84 ] - link[421, 167] - node[167] - curr_state[RELAY_LINK_RESPONSE ] - next_state[IDLE                ] - process_response_connection：整条链路完毕，准备进入空闲状态
TTI[84 ] - link[161, 193] - {SUCCEED}
TTI[84 ] - link[161, 193] - node[161] - curr_state[SOURCE_LINK_RESPONSE] - next_state[IDLE                ] - process_response_connection：成功发送，准备进入空闲状态
TTI[84 ] - link[161, 193] - node[193] - curr_state[RELAY_LINK_RESPONSE ] - next_state[IDLE                ] - process_response_connection：整条链路完毕，准备进入空闲状态
TTI[84 ] - link[424, 634] - {SUCCEED}
TTI[84 ] - link[424, 634] - node[424] - curr_state[SOURCE_LINK_RESPONSE] - next_state[IDLE                ] - process_response_connection：成功发送，准备进入空闲状态
TTI[84 ] - link[424, 634] - node[634] - curr_state[RELAY_LINK_RESPONSE ] - next_state[IDLE                ] - process_response_connection：整条链路完毕，准备进入空闲状态
TTI[84 ] - link[663, 799] - {SUCCEED}
TTI[84 ] - link[663, 799] - node[663] - curr_state[SOURCE_LINK_RESPONSE] - next_state[IDLE                ] - process_response_connection：成功发送，准备进入空闲状态
TTI[84 ] - link[663, 799] - node[799] - curr_state[RELAY_LINK_RESPONSE ] - next_state[IDLE                ] - process_response_connection：整条链路完毕，准备进入空闲状态
TTI[85 ] - link[779, 528] - node[779] - curr_state[SOURCE_RECEIVE_ACK  ] - next_state[SOURCE_SENDING      ] - process_ack_connection：收到接收ack，准备发送数据
TTI[85 ] - link[779, 528] - node[528] - curr_state[RELAY_SEND_ACK      ] - next_state[RELAY_RECEIVING     ] - process_ack_connection：发送ack，准备接收数
TTI[85 ] - link[311, 277] - node[311] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[85 ] - link[311, 277] - node[277] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[85 ] - link[690, 324] - node[690] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[85 ] - link[690, 324] - node[324] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[85 ] - link[361, 374] - node[361] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_LINK_RESPONSE] - process_transimit_connection：发送完毕，准备等待response
TTI[85 ] - link[361, 374] - node[374] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_LINK_RESPONSE ] - process_transimit_connection：接收完毕，准备发送response
TTI[85 ] - link[238, 441] - node[238] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[85 ] - link[238, 441] - node[441] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[85 ] - link[207, 556] - node[207] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_LINK_RESPONSE] - process_transimit_connection：发送完毕，准备等待response
TTI[85 ] - link[207, 556] - node[556] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_LINK_RESPONSE ] - process_transimit_connection：接收完毕，准备发送response
TTI[86 ] - trigger[97 , 699]
TTI[86 ] - link[97 , 456] - node[97 ] - curr_state[SOURCE_SEND_SYN     ] - next_state[SOURCE_RECEIVE_ACK  ] - process_syn_connection：发送syn请求，准等待ack
TTI[86 ] - link[97 , 456] - node[456] - curr_state[IDLE                ] - next_state[RELAY_SEND_ACK      ] - process_syn_connection：未知状态，准备发送ack
TTI[86 ] - link[311, 277] - node[311] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[86 ] - link[311, 277] - node[277] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[86 ] - link[690, 324] - node[690] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[86 ] - link[690, 324] - node[324] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[86 ] - link[238, 441] - node[238] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_LINK_RESPONSE] - process_transimit_connection：发送完毕，准备等待response
TTI[86 ] - link[238, 441] - node[441] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_LINK_RESPONSE ] - process_transimit_connection：接收完毕，准备发送response
TTI[86 ] - link[779, 528] - node[779] - curr_state[SOURCE_SENDING      ] - next_state[SOURCE_SENDING      ] - process_transimit_connection：尚未传完，准备继续发送
TTI[86 ] - link[779, 528] - node[528] - curr_state[RELAY_RECEIVING     ] - next_state[RELAY_RECEIVING     ] - process_transimit_connection：尚未传完，准备继续接收
TTI[86 ] - link[361, 374] - {SUCCEED}
TTI[86 ] - link[361, 374] - node[361] - curr_state[SOURCE_LINK_RESPONSE] - next_state[IDLE                ] - process_response_connection：成功发送，准备进入空闲状态
TTI[86 ] - link[361, 374] - node[374] - curr_state[RELAY_LINK_RESPONSE ] - next_state[IDLE                ] - process_response_connection：整条链路完毕，准备进入空闲状态
TTI[86 ] - link[207, 556] - {SUCCEED}
